id,name,name_length,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
1267,WASHINGTON CREAM PIE,20,17,17,1895,1940,0.25,0.25
1268,Hashed browned potatoes,23,306,322,1895,1972,0,20
1269,Marmelade,9,236,283,1899,1973,0.05,0.35
1270,Mirabelles,10,26,27,1899,1955,,
1271,Ingwer,6,117,117,1899,1969,0,0
1276,Rindszunge,10,39,39,1900,1966,0,0
1279,Mixed ice cream,15,292,295,1882,1974,0,25
1281,NEW YORK ICE CREAM,18,31,31,1883,1932,0.1,0.25
1282,Spiegeleier,11,74,74,1900,1969,0,0
1283,ASSORTED CAKE,13,940,945,1858,1971,0,20
1287,ROQUEFORT CHEESE,16,1132,1185,1881,1985,0,30
1289,AMERICAN CHEESE,15,1373,1399,1865,2012,0,25
1291,TOASTED WAFERS,14,11,11,1895,1921,,
1293,Pfannkuchen,11,97,97,1899,1958,0,0
1294,Clam Chowder,12,475,533,1864,1987,0,200
1295,Green Corn,10,361,452,1854,1929,0.05,40
1296,ENGLISH BREAKFAST TEA,21,301,304,1880,1998,0,3.5
1299,GREEN TEA,9,217,221,1865,1985,0,0.5
1300,Extra,5,5,8,1900,1938,0,1.75
1301,"Chocolate, pot",14,79,80,1898,1948,0.1,25
1302,Cafe Turque,11,32,34,1895,1972,0,1.4
1303,Iced coffee,11,554,607,1894,1988,0,25
1304,Iced tea,8,834,913,1894,1989,0,30
1308,Roquefort,9,1270,1443,1882,1985,0,30
1309,Gorgonzola,10,478,560,1887,1983,0,30
1310,Brie,4,608,667,1882,1999,0,30
1311,Neufchatel,10,430,489,1882,1963,0.1,30
1312,Swiss,5,203,208,1884,2012,0,25
1313,Camembert,9,1157,1325,1881,2012,0,30
1314,Broiled Striped Bass,20,36,37,1900,1967,0.35,3
1315,Broiled Finnan Haddie,21,34,34,1900,1963,0,2.6
1325,"Oysters, half shell",19,20,21,1890,1939,0.15,10
1330,"Little Neck clams, half shell",29,43,44,1884,1943,0.15,20
1331,Steamed clams,13,119,121,1892,1980,0.25,60
1332,Soft Clams,10,6,6,1898,1916,0.25,60
1334,Veal Cutlet Breaded,19,43,43,1889,1944,0.15,1.25
1336,Ham or Bacon and One Egg,24,2,2,1900,1938,0.3,0.3
1345,Scotch,6,80,83,1892,1989,0,75
1351,Holland Gin,11,131,132,1856,1947,0.1,200
1355,Broiled sardines on toast,25,65,65,1899,1941,0.2,0.7
1356,Medford Rum,11,47,48,1881,1917,0.1,2
1357,"Roast Loin of Jersey Pork, Apple Sauce",38,16,16,1901,1949,0.2,3
1358,Antediluvian,12,34,35,1900,1919,0.1,3
1359,Steamed,7,25,29,1900,1975,0.25,0.6
1360,Stew,4,35,42,1900,1919,0.15,35
1367,Orange Bitters,14,47,48,1895,1917,0.1,15
1369,Curacao,7,323,330,1881,1980,0,30
1371,Creme de Cacao,14,219,221,1889,1985,0,85
1372,Creme Yvette,12,99,100,1896,1961,0.15,15
1373,Maraschino,10,519,525,1855,1983,0,20
1374,"Chartreuse, green",17,146,150,1891,1962,0.1,1.5
1376,Benedictine,11,752,765,1881,1985,0,20
1377,Anisette,8,374,380,1851,1981,0,85
1379,CHAMPAGNES,10,33,33,1882,2012,,
1382,Veal steak a la Holstein,24,10,10,1899,1949,0,0
1386,Extra sirloin steak,19,202,203,1887,1942,0.3,100
1387,Poached eggs,12,276,277,1853,1987,0,1
1389,Absinthe,8,327,331,1859,1973,0,20
1390,Brandy peaches,14,150,155,1865,1940,0.15,50
1391,Kummel,6,311,317,1881,1981,0.1,85
1392,Creme de Menthe,15,598,610,1890,1987,0,15
1393,Pousse Cafe,11,236,240,1892,1959,0.1,30
1395,Kirschwasser,12,259,262,1858,2005,0,15
1396,CORDIALS,8,46,46,1865,1989,0.13,1.25
1403,Clam Soup,9,25,26,1892,1933,0.1,0.5
1404,PILSNER,7,22,24,1899,1939,0,0.9
1405,Omelette au rhum,16,110,114,1892,1969,0,45
1406,Fruit salad,11,586,647,1898,1988,0,4.95
1409,Guava jelly,11,269,278,1882,1965,0,0.5
1411,English plum pudding,20,38,39,1890,1941,0.05,0.6
1421,Younger's Scotch Ale,20,50,50,1866,1918,0.25,0.6
1422,"Bass Ale, Dog's Head",20,107,109,1898,1928,0.15,0.4
1424,Guinness's Stout,16,72,74,1891,1968,0.1,1.85
1426,Evan's India Pale Ale,21,7,7,1892,1918,0.2,20
1427,Ale,3,91,91,1866,1963,0,0.6
1428,"Ginger Ale, Domestic",20,63,65,1892,1943,0.1,0.3
1429,"Ginger Ale, Imported",20,68,68,1882,1917,0.15,0.35
1430,Sarsaparilla,12,225,234,1892,1959,0,5
1431,Plain Soda,10,61,61,1892,1916,0.1,2
1434,White Rock,10,557,560,1897,1967,0,40
1435,Apollinaris Water,17,259,264,1880,1957,0,40
1437,Brandy,6,145,158,1865,1977,0,70
1439,Marcobrunner,12,72,73,1852,1917,0.9,5
1441,PORT,4,370,382,1881,1989,0,6
1442,BURGUNDY,8,130,143,1882,1987,0.1,8
1447,Vino de Pasto,13,67,67,1865,1918,0.3,14.75
1448,Amontillado,11,349,354,1851,1967,0,20
1450,Chateau Yquem,13,132,137,1865,1959,1,250
1452,Barsac,6,87,91,1881,1978,0,10.5
1454,Sauterne,8,565,586,1851,1984,0,85
1455,Clos de Vougeot,15,62,62,1856,1987,1.5,6
1459,The,3,60,70,1889,1993,0,25
1461,Nuits,5,110,110,1864,1917,0,200
1463,Pommard,7,311,322,1881,1978,0,200
1466,Macon,5,166,175,1865,1966,0,100
1468,Chateau Leoville,16,56,57,1851,1918,1,18.5
1474,Medoc,5,266,281,1864,1981,0,100
1475,St. Estephe,11,138,138,1881,1943,0,65
1479,Cook's Imperial,15,168,170,1882,1949,1,6.5
1481,Ruinart Brut,12,131,135,1889,1928,1,400
1483,Moet & Chandon,14,132,133,1862,1963,0,400
1484,"Veuve Clicquot, Yellow Label",28,137,137,1882,1917,1.4,400
1486,"Pommery & Greno, Sec",20,91,91,1881,1947,0,32.25
1489,Dry Monopole,12,77,79,1881,1948,1.6,16
1491,WINE LIST,9,3,3,1900,1967,,
1492,with onions,11,19,20,1900,1918,0.2,2.7
1493,with mushrooms,14,22,67,1900,1920,0.25,250
1494,Chateaubriant,13,59,60,1900,1944,0,3.75
1498,Double porterhouse steak,24,39,39,1900,1918,1,140
1500,Smoked Ham,10,105,109,1898,1987,0,2.95
1501,Oysters au gratin,17,52,59,1892,1955,0.5,2.5
1502,Broiled half spring chicken on toast,36,7,7,1900,1963,0,0
1506,Ham and eggs,12,574,603,1858,1987,0,30
1513,tomato sauce,12,63,69,1882,1980,0.1,3.35
1514,Welsh rarebit,13,591,608,1882,1980,0,40
1515,Golden buck,11,408,417,1882,1978,0,50
1521,Crescents,9,110,113,1895,1965,0,0.1
1524,Eggs,4,75,79,1900,1985,0.15,1.5
1527,Rice,4,238,248,1852,1989,0,10
1535,Codfish,7,57,57,1865,1917,0.2,50
1539,Tenderloin steak a la Bordelaise,32,44,44,1889,1918,0.5,2
1541,Tenderloin steak a la Bearnaise,31,54,54,1884,1921,0.75,2
1542,Broiled spring chicken half,27,12,12,1898,1920,0.4,1.15
1543,Philadelphia squab,18,122,124,1882,1924,0.4,60
1544,Roast chicken,13,344,355,1857,1981,0,150
1548,Lamb chops (3),14,60,61,1898,1943,0.3,1.45
1549,English mutton chop,19,245,249,1896,1973,0,75
1550,Mutton chops (2),16,91,91,1898,1941,0.15,40
1551,Grouse,6,81,81,1854,1948,0.6,300
1552,Partridge,9,79,90,1865,1958,0.65,250
1553,Cold,4,23,24,1900,1978,0.1,0.25
1554,English pheasant,16,29,33,1884,1917,1.75,5
1556,Scotch grouse,13,23,24,1899,1935,0,4.5
1557,Lobster,7,306,341,1856,2928,0,75
1558,New string beans,16,483,492,1884,1964,0,30
1559,New peas,8,408,438,1891,1979,0,25
1561,Chicory,7,240,258,1892,1959,0.1,50
1562,Romaine,7,290,322,1892,1969,0,75
1563,Dandelion,9,37,38,1892,2928,0.15,0.6
1564,Corn fritters,13,185,186,1889,1962,0.1,30
1565,Flageolets,10,118,134,1882,1971,0,40
1567,Stuffed peppers,15,49,49,1865,1959,0.1,40
1568,Egg plant,9,189,190,1865,1955,0,25
1569,Sardine,7,82,85,1892,1955,0,95
1571,"Lamb chops, reforme",19,4,4,1899,1921,0,0
1574,Sorbets,7,25,27,1893,1993,0,3.25
1576,Franzosische Bratkartoffeln,27,33,33,1899,1937,0,0
1578,French string beans,19,295,299,1882,1965,0.15,40
1583,Lima beans,10,1157,1215,1865,1980,0,60
1585,French peas,11,857,874,1882,1981,0,40
1587,Spaghetti,9,245,298,1895,2928,0,50
1588,Macaroni,8,228,271,1851,1969,0,50
1590,Sweet corn,10,100,100,1858,1946,0,10
1591,Succotash,9,830,906,1880,1973,0,25
1594,Cepes Bordelaise,16,52,56,1892,1969,0,1.4
1595,Stuffed tomatoes,16,260,262,1882,1973,0,60
1596,Mixed Ices,10,5,5,1896,1963,0,0.35
1598,Sweet potato,12,16,16,1893,1946,0.25,0.3
1601,Spinach,7,972,1020,1854,1987,0,40
1604,Whole Broiled Spring Chicken,28,17,17,1900,1950,0.5,3.5
1616,Peach Pie,9,517,558,1854,1980,0,15
1617,Orange Custard Pie,18,62,64,1895,1937,0,0.35
1619,Cherry Tarts,12,20,20,1882,1916,0.2,20
1620,Vanilla Eclairs,15,70,70,1892,1943,0.05,10
1621,Port du Salut,13,172,187,1891,1969,0,25
1622,American,8,212,223,1892,2012,0.05,20
1623,Edam,4,503,534,1884,1969,0,30
1624,Gruyere,7,427,486,1881,1976,0,45
1625,Stilton,7,270,285,1881,1974,0,20
1626,Gervais,7,145,178,1896,1976,0,30
1630,Fresh Artichokes,16,73,74,1898,1960,0.2,0.95
1632,Beef tongue,11,141,144,1881,1955,0.15,40
1633,Salzkartoffeln,14,75,77,1893,2005,0,0
1634,Saratoga Kartoffeln,19,118,118,1899,1939,,
1638,Pauillac,8,12,13,1882,1939,0,2
1641,Chianti,7,176,184,1884,1969,0,20
1647,Vienna coffee,13,7,7,1900,1955,0.1,0.35
1648,Louis Roederer,14,21,23,1893,2012,0,7
1650,Moet & Chandon Dry Imperial,27,5,5,1900,1962,0,0
1651,Fruit sauce,11,13,13,1900,1961,0.05,0.05
1657,Dill Pickles,12,321,323,1894,1965,0,15
1659,Bermuda Onions,14,91,92,1884,1921,0.05,0.4
1666,Baked Boston beans,18,7,7,1900,1944,0,0
1669,"Spaghetti, Italienne",20,108,108,1892,1958,0.1,15
1671,Rudesheimer Berg,16,32,33,1892,1917,0.75,18
1672,Baked macaroni,14,32,32,1892,1955,0.1,0.5
1673,Oloroso,7,54,55,1881,1918,0.2,16
1676,Zeltinger,9,177,201,1881,1969,0,100
1681,Brauneberger,12,119,134,1865,1919,0,150
1688,Erdener Treppchen,17,89,99,1892,1928,0,3.25
1689,Mayonnaise,10,297,314,1892,1981,0,10
1693,"Filet of sole, Tartare",22,10,10,1901,1937,0,45
1696,Geraucherter Rheinlachs,23,50,50,1899,1935,0,0
1699,"Omelette, plain",15,254,253,1882,1961,0.15,40
1706,Geraucherter westfalischer Schinken,35,56,56,1899,1937,,
1719,Eggs scrambled with mushrooms,29,6,6,1900,1973,0.35,0.5
1723,Pitcher of cream,16,15,15,1900,1937,0,0.3
1731,Shad roe,8,60,60,1892,1980,0.25,6.5
1734,Russian caviar,14,180,188,1889,1969,0,2.25
1736,Pickled beets,13,388,409,1865,1980,0,20
1739,Broiled Sweets,14,3,3,1900,1949,0.15,0.4
1740,POMMERY,7,41,42,1884,2012,0,20
1741,American Peas,13,65,66,1892,1918,0.1,25
1742,Escarole,8,269,317,1892,1961,0.15,60
1743,Stewed Corn,11,592,614,1889,1958,0,25
1744,"G.H. MUMM'S, EXTRA DRY",22,6,6,1888,1941,1.65,12
1745,Filet of Sole au Vin Blanc,26,21,21,1892,1943,0.3,2
1746,Gherkins,8,440,447,1865,1948,0,20
1751,Fried Halibut,13,42,45,1887,1945,0,0.7
1752,Fresh mushrooms,15,141,143,1891,1949,0,2.5
1753,Russian salad,13,83,82,1891,1981,0.15,100
1754,CHAMPAGNE,9,181,190,1864,1987,0.25,8
1756,Fried onions,12,162,165,1887,1961,0,10
1757,Macedoine salad,15,142,142,1893,1921,0.2,50
1758,Spanish olives,14,185,187,1859,1973,0,15
1760,Pate de foie-gras,17,116,122,1880,1917,0.25,75
1761,Mallard Duck,12,313,335,1880,1937,0.13,400
1763,Cucumbers,9,1076,1086,1854,1955,0.1,40
1765,Mayonnaise dressing,19,293,305,1891,2012,0,1
1775,Small steak with onions,23,61,61,1892,1941,0.2,50
1781,Small steak with bacon,22,14,14,1900,1917,0.6,60
1782,Hip steak,9,4,4,1900,1954,0,2.5
1786,Small sirloin,13,52,52,1900,1957,0,2.25
1790,Half Broiled Chicken,20,83,84,1895,1987,0,9
1793,Whole Broiled Chicken,21,16,16,1889,1938,0.6,2.5
1797,Broiled Ham or Bacon,20,39,40,1899,1945,0.2,45
1799,BROILED LIVE LOBSTER,20,106,106,1892,1970,0.35,75
1801,Seltzer,7,229,233,1873,1980,0,25
1802,Large sirloin,13,6,6,1900,1957,0.85,3.25
1808,Broiled Honeycomb Tripe,23,34,34,1887,1919,0.25,0.55
1810,Vichy,5,69,69,1865,1978,0,25
1812,Extra sirloin,13,68,70,1882,1941,0.3,160
1813,Country Sausage,15,140,144,1893,1989,0,15
1819,Small tenderloin,16,52,52,1900,1962,0,3.25
1820,Large tenderloin,16,13,13,1900,1948,0.75,3.5
1822,Halibut steak,13,196,198,1889,2928,0,12.25
1826,Striped bass,12,102,103,1865,1987,0.25,60
1829,Baltimore broil,15,27,28,1900,1917,0.25,0.6
1831,Baltimore fry,13,12,13,1900,1917,0.35,40
1835,Clam fritters with bacon,24,7,7,1899,1947,0.35,2
1837,Filet Chateaubriand,19,69,69,1882,1917,1,125
1838,Oyster patty,12,35,36,1900,1958,0.15,25
1845,Lobster a la Newburg,20,240,249,1892,1969,0.4,80
1846,Fried Egg Plant,15,662,708,1852,2928,0,30
1848,Fried Parsnips,14,127,128,1862,1971,0.05,0.4
1853,Stewed Mushrooms,16,128,132,1882,1958,0.1,50
1857,Cepes a la Bordelaise,21,49,51,1892,1933,0,50
1859,Squab Chicken,13,340,422,1897,1945,0,125
1860,Brussel Sprouts,15,97,97,1887,1989,0,0.85
1863,Fried Oyster Plant,18,89,90,1866,1962,0.05,0.4
1865,OYSTERS AND CLAMS,17,10,10,1896,1976,,
1867,Shrimp,6,156,161,1891,2928,0,60
1868,Anchovy,7,51,54,1892,1940,0.2,40
1870,MacLaren's Imperial,19,4,4,1900,1916,0.25,0.35
1871,Pan roast,9,38,45,1894,1940,0.25,75
1877,Scalloped oysters,17,23,23,1890,1940,0.3,1
1878,Little Necks,12,676,705,1895,2928,0,40
1884,"Irish Stew, Dublin Style",24,23,24,1900,1971,0.25,2.55
1892,Chicken Livers en Brochette,27,97,98,1894,1958,0.29,40
1893,Lamb Fries,10,19,19,1865,1944,0.25,40
1895,Broiled Sweetbreads,19,34,34,1891,1962,0.35,3.25
1898,"Boiled Beef, Horseradish Sauce",30,35,35,1900,1918,0.15,0.75
1899,Broiled Sweetbreads with Peas,29,9,9,1900,1918,0.6,1.5
1906,Scotch Woodcock,15,241,255,1896,1974,0,45
1908,Yorkshire Buck,14,244,257,1889,1961,0.25,35
1910,Broiled Fresh Mushrooms on Toast,32,67,68,1895,1961,0.35,75
1911,"Fried Chicken, Maryland Style",29,18,19,1894,1919,0.3,2.4
1912,"Hot clam broth, cup",19,17,17,1901,1917,0.1,0.35
1913,Beef tea,8,105,105,1895,1969,0.05,40
1914,Tomato with rice,16,23,23,1895,1917,0.1,35
1916,Chicken with rice,17,47,54,1893,1959,0,35
1917,with egg,8,11,11,1900,1955,0.15,25
1919,LOBSTER A LA NEWBURG IN CHAFING DISH,36,20,20,1900,1959,0.75,75
1923,RELISHES,8,107,111,1881,1970,,
1927,Plover,6,352,491,1882,1918,0.5,125
1935,Fresh Mushrooms Broiled,23,25,25,1896,1917,0.5,1.25
1943,with bacon,10,23,30,1900,1944,0.3,75
1945,bacon,5,265,274,1853,1989,0,3.25
1950,Fetticus,8,8,8,1900,1918,0.2,0.5
1951,Noodles,7,37,39,1899,1989,0,1.35
1953,Bordeaux,8,37,39,1882,1986,0,5
1954,Oysters a la Newburg,20,53,54,1896,1963,0.4,3.25
1955,Boiled Bermuda Potatoes,23,129,163,1890,1962,0.1,20
1958,Westphalia Ham,14,149,176,1896,1973,0.35,50
1962,Baked bluefish,14,28,28,1889,1921,0.15,0.8
1964,"Boiled cod, egg sauce",21,13,13,1866,1944,0.15,0.9
1965,Pate de Foie Gras,17,192,231,1887,1971,0,150
1966,Panachee,8,19,19,1887,1972,0,0.6
1967,Ham Sandwich,12,626,637,1882,1987,0,20
1969,Chicken Sandwich,16,632,639,1882,1985,0,30
1970,Snipe,5,73,73,1858,1937,0.5,75
1971,"fried eggs, two",15,15,15,1900,1937,0,0.25
1972,Vermicelli,10,67,67,1892,1917,0.1,30
1973,Raspberry Water Ice,19,344,359,1889,1961,0.09,0.45
1974,"fried eggs, three",17,6,6,1900,1958,0.15,0.3
1977,Pickled onions,14,214,216,1866,1948,0,20
1978,Beets,5,480,493,1852,1961,0,25
1979,Whole Plain Lobster,19,24,24,1900,1919,0.5,1.9
1981,Chiffonnade,11,36,38,1900,1933,0,0.9
1982,Half Plain Lobster,18,33,33,1900,1919,0.3,0.95
1983,Anchovy toast,13,107,112,1858,1937,0.15,25
1985,Sliced onions,13,96,99,1889,1962,0.05,20
1988,EGGS AND OMELETTES,18,7,7,1900,1948,,
1992,Poached on toast,16,25,26,1900,1948,0.15,2.5
1995,Spanish omelet,14,147,152,1893,1987,0,3.75
1998,Mignonette Sauce,16,26,26,1899,1933,0.1,0.1
2001,"Omelet, plain",13,188,189,1858,1946,0.15,20
2003,oyster,6,20,20,1900,1948,0.05,1.05
2006,mushrooms,9,97,103,1889,1972,0,1.5
2007,Bearnaise,9,14,14,1900,1958,0,1
2008,SALADS,6,53,53,1894,1972,0.05,0.05
2009,Chestnut Parfait,16,7,7,1900,1920,0.35,0.65
2011,with kidneys,12,4,4,1900,1919,0.3,0.75
2015,Omelette with jelly,19,95,97,1892,1945,0.2,0.75
2016,Squab,5,497,555,1884,1918,0,125
2018,Pineapple Pie,13,131,147,1900,1973,0.05,5
2022,apple,5,207,272,1900,1972,0,10
2023,peach,5,27,29,1896,1980,0,1.4
2025,Manhattan,9,329,345,1896,1999,0,85
2029,Lettuce and Tomatoes,20,157,169,1894,1964,0.1,40
2030,ROASTS,6,14,14,1900,1933,,
2031,Prime ribs of beef,18,297,299,1891,1973,0,50
2033,"Lamb, mint sauce",16,147,151,1865,1963,0.25,30
2035,Broiled,7,42,46,1894,1920,0.15,60
2039,"Hamburger steak, plain",22,22,22,1900,1949,0.3,1.25
2042,Oyster Soup,11,71,72,1864,1961,0.1,0.95
2043,Oyster Fritters,15,67,71,1893,1940,0.2,20
2045,Oysters stewed in cream,23,19,20,1900,1957,0,1.1
2050,Double Porterhouse,18,20,20,1900,1937,1,2
2052,Potato,6,171,182,1892,1975,0.05,25
2055,Waldorf,7,79,86,1895,2928,0,60
2057,Chiffonade,10,127,134,1896,2928,0,75
2067,PICKED CODFISH IN CREAM,23,14,13,1900,1937,0,30
2068,"Broiled Chicken, half",21,41,43,1887,1948,0.35,1.2
2071,Fried or Broiled Ham,20,28,28,1900,1917,0.15,20
2072,Curry of oysters with rice,26,3,3,1901,1921,0.35,35
2073,Mushroom Omelet,15,46,47,1900,1978,0,3.75
2077,"Eggs, Scrambled",15,169,176,1865,1970,0.1,30
2080,Soft clams a la Newburg,23,19,20,1900,1918,0.35,35
2084,Sweet Potatoes,14,395,487,1858,1969,0,20
2089,Sweet Potatoes Fried,20,34,35,1892,1933,0.1,15
2091,"Boiled young turkey, oyster sauce",33,5,5,1899,1917,0.4,40
2094,Beef stew with vegetables,25,16,16,1900,1918,0.1,25
2095,Lyonaise Potatoes,17,69,70,1865,1958,0.1,10
2097,Boiled Ham,10,246,251,1851,1974,0,25
2099,Roast Pork,10,84,86,1851,1977,0,25
2102,Crackers and Milk,17,187,197,1887,1940,0.05,15
2105,Rump Steak,10,59,60,1858,1978,0,40
2106,Rum Omelet,10,58,59,1898,1919,0.25,0.6
2107,Oyster Omelet,13,71,77,1900,1921,0.2,0.7
2116,"Fruit pudding, wine sauce",25,5,5,1901,1917,0.1,0.15
2117,Minced ham and scrambled eggs,29,5,5,1901,1943,0.25,0.6
2129,Fried Tomatoes,14,59,62,1892,1962,0.1,1
2132,Gin Rickey,10,152,155,1900,1970,0.15,1.05
2138,French Pan Cakes,16,14,14,1900,1968,0,0.5
2139,Home Made Pies,14,19,23,1898,1985,0.1,3
2143,Crullers,8,134,137,1892,1963,0.01,5
2147,POACHED EGG,11,7,7,1900,1943,0,0.3
2151,CLAM BROTH,10,361,382,1892,1987,0,50
2152,Fried egg-plant,15,96,101,1892,1959,0.1,20
2154,New asparagus on toast,22,18,18,1890,1921,0.15,0.4
2161,Bread and Milk,14,100,101,1892,1942,0.05,10
2163,"Veal Cutlet, breaded",20,79,80,1892,1946,0.2,3
2164,White Label Bass,16,22,22,1900,1917,0.15,2.4
2173,Small steak with mushrooms,26,50,50,1892,1917,0.35,40
2183,Veal Chops,10,79,80,1884,1944,0,40
2186,"Lamb Chops, Breaded, Tomato Sauce",33,15,16,1892,1916,0.35,1.05
2188,Preserved Pears,15,99,103,1881,1957,0,0.45
2195,"Fresh mushrooms, sous cloche",28,21,21,1900,1954,0.45,3.25
2198,"Fresh mushrooms, broiled",24,24,24,1900,1920,0.5,1
2199,Lamb Chops (two),16,12,12,1900,1937,0,0.75
2201,with poached egg,16,15,15,1900,1948,0,75
2204,Cider,5,81,84,1858,1971,0,50
2205,Ice Cold Milk,13,5,5,1900,1984,0.05,0.1
2206,Saratoga Potatoes,17,227,230,1890,1973,0.05,20
2209,Beefsteak a la tartare,22,29,31,1899,1971,0,0.9
2216,with chicken livers,19,6,7,1900,1957,0.5,2.25
2222,Tongue Sandwich,15,467,482,1884,1987,0,20
2224,Sardine Sandwich,16,365,378,1892,1961,0,25
2226,Roast Beef Sandwich,19,297,303,1882,1988,0,20
2229,en brochette,12,6,6,1900,1917,0.4,0.6
2231,a la Newburg,12,6,7,1900,1917,0.5,0.9
2232,Cheese Sandwich,15,220,223,1892,1962,0,5
2235,Yorkshire rarebit,17,62,63,1892,1962,0.3,0.9
2236,Long Island rarebit,19,89,89,1900,1961,0.3,2.6
2238,Porterhouse,11,41,43,1896,1937,0.4,3
2240,scalloped,9,2,2,1900,1940,0.3,0.75
2246,fried,5,52,64,1892,1961,0.1,60
2251,Preserved Strawberry,20,2,2,1900,1921,0,0.2
2253,Preserved Cherries,18,93,93,1889,1969,0,0.75
2256,Paprika schnitzel,17,46,46,1899,1958,0,3
2257,fricassee,9,5,8,1900,1917,0.4,0.6
2258,Preserved Pineapple,19,60,66,1893,1948,0,0.5
2263,stuffed,7,5,5,1900,1933,0.3,0.55
2264,Newburg,7,10,11,1900,1972,0.7,1.2
2266,Stuffed crabs,13,23,23,1882,1917,0.3,1
2269,Canape Lorenzo,14,82,82,1894,1955,0.25,1.75
2273,Chocolate Eclairs,17,203,210,1882,1967,0.05,10
2275,Chicken en casserole,20,28,29,1900,1951,0.75,2.5
2276,Wine Jelly,10,243,251,1856,1955,0,0.5
2277,Bavarian Cream,14,24,25,1886,1928,0.1,10
2281,Sponge Cake,11,236,239,1862,1985,0,3
2283,Angel Cake,10,73,74,1889,1938,0.05,0.5
2284,Small tenderloin steak,22,106,110,1893,1962,0,50
2285,Macaroons,9,654,666,1851,2928,0,25
2287,Cafe Parfait,12,516,646,1887,1979,0,35
2288,Lemon Sherbet,13,190,208,1889,1987,0,6
2290,Siberian Punch,14,60,60,1882,1917,0.2,0.4
2291,Frozen Pudding,14,76,78,1888,1970,0.1,20
2293,Sorbet au Maraschino,20,8,8,1897,1938,0.15,0.35
2294,Sorbet au Kirsch,16,122,122,1886,1917,0.15,0.6
2312,Swiss cheese sandwich,21,290,295,1895,1987,0.05,5
2313,Lobster Newburg,15,189,194,1892,1987,0,30
2320,PiÌ±a,5,5,5,1900,1961,0,0
2322,Caviar sandwich,15,178,179,1896,1954,0,4
2323,Merengues,9,3,3,1900,1969,0,0.13
2331,Squash Pie,10,62,63,1858,1948,0.1,0.15
2332,Hot roast beef sandwich,23,239,244,1893,1987,0.1,22
2333,Raw meat sandwich,17,40,40,1900,1918,0.15,0.4
2334,Pate de foie-gras sandwich,26,25,26,1900,1937,0,1.25
2338,Scallops and bacon,18,28,28,1900,1938,0.25,1
2340,Cold tongue,11,298,298,1859,1972,0,35
2342,Zinfandel,9,70,72,1888,1955,0.1,4.5
2343,"Boiled eggs, three",18,22,22,1900,1958,0.15,0.4
2344,"Scrambled eggs, two",19,24,25,1899,1937,0,0.25
2346,Omelet with rum,15,40,41,1900,1918,0,0.5
2351,Riesling,8,66,70,1892,1988,0,8.25
2353,Imperial,8,70,78,1881,1981,0,25
2355,Club House sandwich,19,25,27,1900,1971,0,18
2357,Bartlett Pears,14,67,71,1881,1969,0.1,20
2358,Ox Tongue,9,183,183,1881,1978,0,35
2378,Soft Clam Fry,13,17,17,1900,1921,0.2,0.6
2380,Soft Clam Stew,14,18,18,1900,1959,0.2,1.4
2382,Soft Clams Steamed,18,7,7,1892,1918,0.25,0.5
2384,PLAIN LETTUCE,13,39,43,1865,1964,0,0.3
2386,Glass,5,13,16,1900,1948,0.05,20
2392,"ROAST BEEF, POTATO SALAD",24,16,16,1892,1969,0,1
2394,"ROAST TURKEY, CRANBERRY SAUCE",29,149,151,1884,1981,0,50
2398,COMBINATION SALAD,17,458,484,1900,1987,0,45
2399,Sandwiches,10,77,85,1888,1987,0,2.95
2401,SLICED BERMUDA ONIONS,21,18,18,1881,1954,0.05,0.2
2402,Bread and Butter,16,697,811,1889,1971,0,25
2403,"ROAST LOIN OF PORK, APPLE SAUCE",31,55,55,1883,1958,0,0
2404,French Prunes,13,34,34,1882,1938,0.05,0.4
2405,BOILED HAM WITH POTATO SALAD,28,8,8,1900,1921,0.15,15
2407,Swiss cheese,12,1009,1073,1882,1988,0,95
2409,Hamburg steak,13,134,134,1889,1938,0,75
2410,Consomme with rice,18,98,101,1892,1966,0.1,25
2411,with peas,9,4,4,1900,1920,0.7,2.5
2417,Chablis (white),15,31,33,1883,1918,0.5,20
2419,Romanee Conti,13,11,11,1881,1916,2,6
2421,Johannis Lithia,15,24,24,1899,1920,0.15,0.4
2427,French pancake,14,123,128,1889,1947,0.15,20
2428,Fritters,8,32,32,1899,1955,0.1,10
2429,Cranberry Sauce,15,207,212,1858,1969,0.05,0.5
2431,Vanilla,7,93,93,1892,1973,0.05,30
2433,Mince Pie,9,596,616,1851,1961,0.05,20
2436,London Dock,11,28,28,1882,1948,0.15,3.5
2437,Blackberry,10,50,51,1900,1981,0.1,70
2438,Apricot,7,33,34,1900,1981,0,60
2439,Cherry,6,20,21,1900,1980,0.15,2
2446,Rhine,5,21,22,1900,1966,0.15,4
2448,Hockheimer,10,38,38,1851,1918,0,75
2449,Spring lamb Chops,17,51,51,1892,1985,0.25,22.5
2450,CAFE,4,868,893,1866,2012,0,30
2461,Boston Lettuce,14,27,27,1900,1970,0.1,15
2462,Chicken fricasse,16,7,7,1900,1971,0,1.25
2466,"Veal cutlets, Breaded",21,52,52,1865,1945,0.15,30
2469,Hashed Brown,12,25,25,1900,1969,0.1,0.95
2474,Apple Pie,9,1487,1618,1851,1987,0,25
2476,Sirloin Steak with Onions,25,155,158,1889,1920,0.3,110
2479,Custard Pie,11,295,301,1866,1955,0.05,15
