id,name,name_length,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
359538,Fresh Pineapple Pie,19,13,14,1913,1928,0.05,5
359744,Eggs with parsley,17,3,3,1901,1928,0.5,0.5
359805,"Soup, Chicken a la Reine",24,2,2,1894,1928,0,0
359848,Salad Palm Beach,16,2,2,1916,1928,,
360016,"Soup, Croute-au-pot",19,3,3,1912,1933,0.25,0.35
360136,Mixed  Ice Cream,16,2,2,1914,1933,0.35,0.35
360286,"Ice Cream, Coupe St. Jacques",28,3,3,1900,1933,0,0
360654,Gateau Chocolate,16,2,3,1912,1933,0.25,0.5
360762,"Salad, Romain",13,3,3,1900,1933,0,0
360779,"Potatoes, Brown",15,3,3,1900,1938,0.15,0.15
361441,"Salad, Lettuce and Tomatoes",27,5,5,1895,1921,0,0.6
361469,"Salad, Sliced Tomatoes",22,7,7,1900,1941,0,0.7
361605,"Oysters, Blue Point Stew",24,3,3,1900,1918,0.4,0.4
361856,"Oyster, Fry",11,2,2,1900,1919,0.25,0.45
361858,"Oyster, Shell Roast",19,2,2,1900,1918,0.35,0.6
361892,"Claret, Pontet Canet",20,3,3,1885,1918,0.75,2.5
361960,Amer Picon Cocktail,19,3,3,1914,1937,0.15,0.25
361991,Mayonaisse Dressing,19,2,2,1916,1931,,
362083,Force Cereal with Cream,23,3,3,1915,1933,0.35,0.35
362380,"Cognac, Hennessy",16,15,16,1885,1919,0.25,2.5
362384,"Claret, St. Emilion",19,2,2,1885,1918,0.4,2
363024,"Salad, Asparagus tips",21,3,3,1906,1939,0,0
363033,Cream Cheese Gervais,20,2,2,1900,1917,0.25,0.25
363238,Supreme of Chicken Zingara,26,2,2,1914,1933,,
363296,Venaison,8,28,38,1907,1918,1.5,1.5
363302,Succotash nouveaux,18,14,14,1907,1918,0.6,0.75
363319,Glace de Pistache,17,4,4,1907,1917,0.3,0.4
363320,Glace de Cafe,13,2,2,1907,1917,0.3,0.4
363321,Glace de Chocolat,17,6,6,1907,1917,0.3,0.45
363389,Roasted Royal Squab,19,4,4,1914,1933,1,2
363391,Roasted Guinea Hen,18,4,4,1916,1933,3.25,3.25
363709,"Bacon, extra",12,2,3,1900,1918,0.1,0.15
363723,Deviled Sauce,13,4,4,1900,1918,0.1,0.6
363736,Apple Fritters (to order),25,2,2,1900,1921,0,0
363788,"Sandwich, Ham and Egg",21,2,2,1905,1921,0,0
364283,"Glace, Vanille",14,3,3,1900,1932,0,0.45
364284,"Glace, chocolat",15,2,2,1900,1931,0,0
364286,"Glace, cafe",11,2,2,1900,1932,0,0
364306,"Sea Bass, Normande",18,3,3,1914,1933,0.5,1
364770,Roast Royal Squab,17,6,14,1915,1933,1.5,1.75
365013,Compote Assorted Fruit,22,4,4,1912,1933,0.55,0.75
365276,Salad en Saison,15,2,2,1915,1929,,
365317,Cold Strained gumbo,19,2,2,1907,1917,0.3,0.45
365611,Boiled Prague Ham,17,4,4,1913,1929,,
365616,Royans Bordelaise,17,8,8,1914,1929,0.5,0.6
365631,"Cheese, Romatour",16,2,2,1914,1929,0.15,0.25
366024,"Salade, Pommes de Terre",23,2,2,1907,1932,0,0
366215,Tomato soup aux croutons,24,6,6,1900,1917,0.25,0.4
366532,"Broiled Delaware Shad, Maitre d'Hotel",37,3,3,1915,1927,0.75,0.85
366575,French Toast with Strained Honey,32,5,5,1912,1927,0.1,0.4
367453,Oeufs Brouilles aux Pointes,27,2,2,1906,1932,0,0
367463,Ris de Veau Florentine,22,2,2,1913,1932,0,0
367513,"Egg, Coquelicot",15,3,3,1914,1933,0.3,0.5
367567,Caramel Custard Pie,19,22,22,1912,1933,0.25,0.35
367624,"Salad, Blackstone",17,2,2,1915,1933,0.4,0.6
367638,Potage Florentine,17,2,2,1916,1933,,
367773,"Filet of Kingfish, Marguery",27,4,4,1914,1933,0.8,1.1
367918,Eggs a l'Estragon,17,2,2,1914,1933,0.25,0.6
367920,Cream St. Germain Soup,22,2,2,1895,1917,0.45,0.45
368157,Parfait Tosca,13,6,11,1913,1933,0.3,0.6
368206,Baked Montana Potatoes,22,2,2,1915,1926,,
368214,Concentrated Pluto Water,24,2,2,1914,1926,0.15,0.2
368250,Broiled Shad and Roe with Bacon,31,2,2,1916,1926,0.55,1.25
368359,Scrod,5,26,27,1912,1998,0.45,14.95
368542,"CHICKEN GUMBO, PRINTANIERE",26,3,3,1915,1926,,
368606,Hot Tapioca Pudding,19,2,3,1913,1933,0.05,0.35
368632,Crabs,5,3,3,1900,1916,,
368745,Corn Flakes with Milk or Cream,30,2,2,1913,1927,0.25,0.35
368746,Shredded Wheat with Milk or Cream,33,4,4,1913,1927,0.1,0.35
368834,French Mixed Candies,20,2,2,1900,1954,,
369720,"Oysters, Cocktail Sauce",23,2,2,1915,1938,,
369773,"Potatoes, Fermiere",18,3,3,1914,1921,0.2,0.2
369842,"Grape Fruit, Maraschino",23,10,10,1913,1924,0.35,0.35
369872,Corn Fritters and Bacon,23,9,9,1913,1921,0.25,0.25
369887,"Crab Flakes, Maryland",21,3,3,1912,1921,0.9,1.5
370008,"Salad, Tomato Surprise",22,2,2,1915,1921,0.35,0.65
370111,Lillian Russell,15,35,35,1913,1921,0.2,0.6
370223,"Boiled Codfish, Mustard Sauce",29,2,2,1914,1921,0.45,0.45
370239,Franklin,8,3,3,1914,1921,0.15,0.15
370270,Salad Jardiniere,16,2,2,1914,1921,0.6,0.6
370272,Sage Honey,10,3,3,1913,1921,0.3,0.3
370425,Cherry Stone,12,2,2,1912,1921,0,0.25
370457,Heart of Palm Tree,18,4,4,1916,1921,0,0.8
370526,Cantaloupe Supreme,18,4,4,1912,1916,0.5,0.75
370758,"Fried Scallops and Bacon, Tartar Sauce",38,5,6,1913,1921,0.3,0.65
370806,Strawberry Ice Cream and Cake,29,2,2,1914,1921,0.1,0.4
370842,Jellied Beef Tongue,19,3,3,1916,1921,0.55,0.75
370854,Lemon Custard Pudding,21,2,2,1912,1921,0.1,0.3
370962,Stewed Scallops in Cream,24,2,2,1916,1921,0.5,0.75
370963,Oyster Cocktail (dozen),23,2,2,1900,1921,0.35,0.5
370984,Irish Bacon with Fried Apple,28,7,7,1916,1921,0.3,0.75
370989,"Pork Tenderloin Breaded, Tomato Sauce",37,7,7,1913,1921,0.35,0.7
370993,Half Spring Chicken en Casserole,32,8,8,1914,1921,0.5,1.25
370999,New Scallions,13,6,6,1914,1921,0.1,0.15
371117,"Crab Meat Salad, Mayonnaise",27,2,2,1912,1921,0.35,0.65
371118,Large Combination Salad,23,7,7,1916,1921,0.25,0.4
371120,Small Combination Salad,23,7,7,1916,1921,0.15,0.3
371370,Potatoes--Sweet,15,2,2,1913,1933,0.2,0.5
371383,Green Peas saute in Butter,26,4,4,1915,1921,,
371464,Cucumber Chips,14,2,2,1912,1921,,
371486,Breaded Lamb Chops with Tomato Sauce,36,2,2,1914,1921,0.65,0.7
371632,Golden Dates,12,2,2,1912,1921,0.2,0.2
371719,Baked Sea Trout,15,4,4,1915,1921,0.2,0.2
371775,Watermelon Cocktail,19,4,4,1915,1921,0.6,0.6
371796,Planked Steak for three,23,3,3,1914,1921,2.5,3
371820,"Breast of Guinea Hen, Virginia",30,4,4,1913,1925,1,1
371971,Nips,4,6,9,1913,1921,0.15,0.3
372025,Nut Sandwich,12,5,5,1914,1921,0.15,0.4
372079,"Cold Chocolate Pudding, Whipped Cream",37,2,2,1916,1921,0.1,0.15
372251,Fruit Cocktails,15,2,2,1914,1925,,
372282,Crushed Strawberries and Ice Cream,34,9,10,1913,1921,0.1,10
372518,Milk Shake with Egg,19,6,6,1914,1921,0.2,0.25
372519,"Sweet Cider, glass",18,3,3,1912,1921,0.1,10
372563,Deep Sea Oysters,16,3,3,1914,1920,,
372565,"Sweetbreads, Montebello Style",29,5,5,1914,1924,,
372569,"Filet of Sea Bass, Lobster Sauce",32,3,3,1915,1920,,
372594,Breast of Guinea Hen,20,4,4,1913,1920,,
372679,Royal Natives,13,2,2,1914,1920,,
372757,Paillettes Hongroise,20,2,2,1914,1925,,
372853,shirred eggs with brown butter,30,2,2,1913,1920,0.35,0.6
372965,Pommes de terre en croquettes,29,2,2,1915,1920,,
372969,Salad Alexander,15,3,3,1912,1920,0.5,0.5
372972,Bents,5,2,2,1912,1921,,
373018,Mackerel in wine,16,6,6,1915,1920,0.5,1
373049,"Bread or rolls and butter, per person",37,7,7,1916,1920,0.1,0.15
373150,Vichy Celestins water,21,6,6,1915,1920,0.2,0.5
373196,Bevo,4,12,12,1916,1920,0,0.35
373219,Asperges a la Hollandaise,25,3,3,1914,1920,,
373248,Little Neck Clams on half shell,31,2,2,1914,1928,0.25,0.25
373264,HEARTS OF CELERY,16,4,5,1913,1949,,
373271,GOURMANDISES,12,4,5,1915,1937,,
373272,MOKA,4,3,4,1914,1937,,
373273,STUFFED OLIVES,14,7,7,1914,1945,,
373277,CAULIFLOWER AU GRATIN,21,5,5,1913,1931,,
373279,CREAM CHEESE,12,5,5,1913,1920,,
373281,ASSORTED CAKES,14,47,47,1899,1920,,
373282,COFFEE,6,161,167,1883,1993,0.05,0.75
373283,Mock Turtle Soup,16,75,76,1886,1989,0.1,0.5
373289,Chocolate Cream Pie,19,5,6,1916,1975,0.1,0.7
373290,Pim-Olas,8,97,97,1912,1928,0.1,25
373292,French Peas,11,376,386,1890,2928,0.1,15
373301,SALMON MAYONNAISE,17,2,2,1913,1920,,
373303,ASPARAGUS,9,3,3,1895,1920,,
373309,DESSERT,7,10,16,1895,1978,,
373313,Salted Nuts ,12,3,3,1912,1925,0.25,0.25
373359,Cocktail sauce,14,112,118,1912,1920,0.05,0.1
373362,Smoked salmon,13,112,113,1900,1933,0.25,0.8
373364,Salted almonds,14,161,162,1899,1920,0,0.45
373366,Westphalia ham,14,17,18,1905,1920,0.3,0.85
373383,Scotch woodcock,15,45,45,1905,1920,0.4,0.95
373389,Roast Beef,10,146,150,1862,2928,0,20
373391,Corned Beef,11,84,86,1851,1920,0,15
373392,Virginia ham,12,102,102,1905,1920,0.4,1
373393,Fresh mushrooms broiled,23,17,17,1913,1929,0.6,1.25
373400,Lettuce and tomato,18,18,18,1913,1918,0.2,35
373401,Crab meat,9,4,4,1914,1919,0.45,0.7
373402,Chicken ,8,9,9,1912,1918,0.1,2.6
373408,Fresh strawberry ice cream,26,24,24,1913,1928,0.1,25
373410,Nesselrode pudding,18,170,172,1900,1920,0,0.6
373416,Apple,5,340,352,1905,1964,0,15
373417,Strawberries and cream,22,53,55,1901,1933,0.1,15
373424,Raspberries and cream,21,14,15,1913,1920,0.15,0.75
373432,Pumpkin pie,11,135,138,1912,1928,0,0.35
373433,French pastry,13,119,122,1913,1933,0,10
373434,Stewed plums,12,4,4,1914,1920,0.35,0.4
373435,Pineapple pie,13,13,14,1912,1920,0.05,0.3
373437,Rice pudding,12,71,72,1891,1933,0.05,0.5
373438,Orange custard pie,18,5,5,1913,1920,0.1,0.3
373444,Saute potatoes,14,33,33,1901,1945,0,0.35
373445,Fried potatoes,14,54,55,1880,1935,0.1,0.4
373447,Baked potatoes,14,122,126,1894,1941,0.05,0.35
373448,Boiled new potatoes,19,23,24,1899,1920,0.1,0.4
373449,String beans,12,305,310,1889,1933,0,30
373451,Macaroni or spaghetti au gratin,31,10,10,1912,1920,0.25,0.5
373453,Fried egg plant,15,119,124,1913,1920,0.1,25
373455,Stuffed tomato,14,90,90,1913,1920,0,0.45
373456,Green Peas,10,400,499,1854,1981,0.05,60
373457,California asparagus,20,29,29,1913,1920,0.25,0.7
373459,Broiled fresh mushrooms,23,22,22,1912,1920,0,1.25
373460,new string beans,16,17,20,1900,1920,0.1,0.75
373469,Guinea chicken,14,92,93,1906,1920,0.9,3.75
373479,Broiled lobster,15,10,10,1912,1920,1.25,1.75
373490,Celery ,7,38,39,1912,1938,0.05,0.5
373496,Buffet a la Russe,17,7,7,1912,1920,,
373498,Celeri,6,196,208,1899,1940,0,35
373499,Petits Fours,12,182,182,1887,1997,0.25,0.35
373507,Cafe Noir,9,146,146,1897,1967,0.15,0.15
373508,Salads,6,26,26,1898,2928,,
373510,White Rock Water,16,17,17,1900,1943,0.15,0.35
373513,"Whole Lobster, Mayonnaise",25,4,4,1914,1920,0.6,2
373518,Oatmeal with cream,18,22,22,1901,1919,0.15,0.35
373520,Lamb chops,10,72,72,1900,1920,0,1.5
373522,Fried pan fish,14,2,2,1901,1917,0.5,0.5
373525,Fried eggs,10,49,49,1881,1941,0.2,0.45
373526,Scrambled eggs,14,51,51,1881,1941,0.15,0.6
373527,Breakfast bacon,15,7,7,1900,1921,0.4,0.4
373528,Sirloin steak,13,159,161,1901,1920,0,60
373529,Tenderloin steak,16,118,119,1901,1920,0.35,2.25
373530,Sirloin steak with mushrooms,28,80,80,1897,1920,0.4,2.5
373531,Tenderloin steak with mushrooms,31,77,79,1900,1920,0,115
373534,Corn Muffins,12,50,52,1901,1961,0,0.15
373538,Cold Salmon,11,4,4,1900,1987,0.65,0.65
373540,Chicken Gumbo,13,66,70,1910,1969,0.1,35
373546,Blue Points on Half Shell,25,19,19,1890,1920,0.15,20
373549,Dozen Oysters,13,4,4,1913,1920,0.4,0.5
373550,Little Necks on Half Shell,26,9,9,1916,1920,0.15,0.3
373555,Steamed Little Neck Clams,25,37,39,1901,1920,0.25,30
373559,Oysters Box Stew,16,3,3,1914,1920,0.3,0.4
373562,Ripe olives,11,79,81,1912,1927,0.1,0.45
373568,Oyster Pan Roast,16,12,14,1913,1920,0.3,0.6
373571,Oyster Fricassee on Toast,25,5,5,1900,1920,0.5,0.6
373575,Crab Meat Cocktail,18,144,147,1912,1959,0.2,40
373579,Fried Codfish,13,17,17,1912,1920,0.2,0.45
373593,Rump Corned Beef with Spinach,29,4,4,1912,1920,0.2,0.55
373606,PETITS FOURS,12,37,37,1885,1977,,
373608,CIGARS AND CIGARETTES,21,4,4,1912,1920,,
373609,DEMI-TASSE,10,7,7,1914,1949,0,0
373610,Virginia Ham and Eggs,21,7,7,1913,1939,0.5,1
373625,Petite Marmite,14,93,103,1912,1928,0,60
373627,Spanish Salad,13,10,10,1912,1955,0.25,0.65
373628,Potato Salad,12,274,285,1882,1987,0,10
373635,New Green Peas,14,60,61,1882,1959,0,0.75
373636,Potatoes Hashed Brown,21,5,5,1912,1920,0.1,0.15
373639,Potatoes Au Gratin,18,115,116,1912,1920,0,0.4
373640,Potatoes Stewed in Cream,24,102,103,1898,1958,0.1,0.3
373641,Lima Beans,10,278,286,1894,1959,0.05,10
373649,"Cocktail sauce, extra",21,9,11,1914,1920,0.05,0.1
373650,Cream of Asparagus,18,20,21,1888,1958,0.3,2
373669,"Turkey, cranberry sauce",23,26,26,1912,1920,0.5,65
373737,Cherry Tomatoes,15,77,109,1912,1920,0.35,40
373739,Rice Pudding,12,223,250,1854,1976,0.05,5
373740,Lemon Meringue Pie,18,99,105,1900,1958,0.05,25
373748,Chiken a la King,16,0,1,1913,1920,,
373751,Cauliflower au gratin,21,65,67,1905,1920,0,0.6
373755,Baked potato,12,48,50,1913,1997,0.05,0.3
373764,Boston cream pie,16,22,23,1912,1920,0.1,0.25
373771,Tomates farcies,15,12,12,1888,1920,0.35,0.5
373777,Cafe,4,248,253,1885,1987,0,3
373798,VANILLA ICE CREAM,17,13,13,1900,1921,0,0.25
373801,TEA,3,29,29,1893,1987,0.1,0.75
373819,Port,4,22,22,1891,1937,0.1,6
373840,Rum,3,8,8,1900,1983,0,0.4
373849,French Dressing,15,29,29,1913,2012,0.1,0.1
373853,Bermuda Potatoes Persillade,27,3,3,1912,1920,,
373861,Assorted cold cuts,18,22,23,1915,1933,0,60
373864,Cold Virginia ham,17,43,44,1913,1920,0.55,1
373866,Fried sweet potatoes,20,109,111,1900,1944,0.05,10
373871,Fresh vegetable salad,21,68,68,1913,1920,0,0.75
373875,Lettuce salad,13,356,375,1894,1938,0,25
373876,Romaine salad,13,268,274,1900,1955,0.15,0.6
373877,Shrimp salad,12,75,76,1912,1928,0.25,1.4
373879,Tomato salad,12,305,317,1886,1965,0,0.95
373885,LITTLE NECK CLAM COCKTAIL,25,2,2,1906,1920,,
373888,OLIVES,6,138,138,1885,1931,0.25,0.25
373889,Clysmic Splits,14,4,4,1914,1920,0.15,0.4
373890,RADISHES,8,62,62,1890,1921,0,0
373891,SALTED NUTS,11,20,20,1899,1920,,
373894,BERMUDA POTATOES,16,3,3,1912,1920,,
373896,Peach melba,11,34,34,1912,1920,0.25,0.7
373899,Coupe Petit Duc,15,8,12,1906,1920,0,0.65
373900,BISCUIT TORTONI,15,14,14,1905,1920,0.2,0.3
373904,American cheese,15,271,276,1891,1952,0,0.65
373905,Roquefort cheese,16,346,363,1889,1928,0,40
373910,Assorted Cakes,14,595,720,1882,2928,0,25
373913,Salad in Season,15,13,13,1912,1987,,
373915,STRING BEANS SAUTE,18,2,2,1914,1920,,
373921,"Boiled Salmon, Hollandaise",26,8,8,1913,1920,0.2,0.55
373922,Cream of Sorrel,15,2,2,1916,1920,,
373923,Blue Points,11,288,313,1889,2928,0,40
373924,Apollinaris ,12,10,10,1905,1920,0.15,40
373925,"Spring lamb, mint sauce",23,50,53,1893,1920,0,90
373927,APOLLINARIS,11,73,86,1895,1916,0.15,40.25
373929,LIQUEURS,8,23,25,1892,1964,,
373935,Cape Cod oysters,16,96,117,1912,1920,0.2,0.5
373936,FRUITS,6,19,19,1885,1918,,
373937,Baby lamb,9,2,2,1915,1920,0.8,0.8
373939,GLACES DE FANTAISIE,19,2,2,1906,1919,,
373942,PAMPLEMOUSSE AU MARASQUIN,25,3,3,1906,1916,,
373943,Oyster stew,11,149,151,1894,1920,0,25
373945,POMMES DE TERRE RISSOLEES,25,2,2,1906,1919,,
373946,Grape Fruit,11,229,266,1912,2928,0,25
373959,CELERI,6,23,23,1906,1920,,
373960,AMANDES SALEES,14,10,10,1892,1920,,
373961,Crab flake cocktail,19,186,189,1912,1920,0.3,45
373963,RADIS,5,19,19,1889,1919,,
373970,Green Olives,12,50,50,1907,1959,0,0.35
373985,Chicken okra,12,35,35,1906,2928,0,0.75
373990,Poached eggs on toast,21,45,45,1900,1919,0.2,0.5
373991,Omelet with cheese,18,14,14,1901,1918,0.35,0.5
373992,"Kingfish, Meuniere",18,22,22,1906,1918,0.5,0.85
373994,Eggs a la Meyerbeer,19,6,6,1895,1918,0.4,0.4
374007,Duckling,8,24,24,1906,1932,1.25,3.5
374008,Squab chicken,13,93,100,1906,1918,0,3
374011,Broiled chicken,15,90,96,1906,1918,0.1,2.7
374014,Cold slaw,9,70,73,1912,1920,0.1,10
374015,Mallard duck,12,83,83,1905,1918,0,5.5
374020,Russian dressing,16,52,54,1915,1927,0.1,0.25
374024,Lemon meringue pie,18,44,45,1900,1920,0.05,0.25
374025,Apple sauce,11,175,183,1912,1927,0.05,15
374027,Cherry pie,10,11,11,1914,1920,0.1,0.25
374033,Green apple pie,15,68,74,1894,1920,0.1,0.3
374039,Green peas,10,210,216,1885,1933,0,10
374040,Baked apple and cream,21,38,38,1913,1920,0.1,0.4
374047,Sliced tomatoes,15,120,132,1900,1920,0.05,15
374048,Green onions,12,23,23,1915,1920,0.15,0.2
374049,Grilled Sweet Potatoes,22,59,59,1912,1933,0.1,0.4
374051,Sweet Potatoes Southern Style,29,16,17,1914,1920,0.2,0.45
374052,Fried Sweet Potatoes,20,152,156,1894,1958,0,10
374055,Dill pickle,11,59,59,1905,1920,0.05,0.15
374057,Sliced Onions,13,57,58,1913,1920,0.05,0.15
374059,Creamed spinach ,16,2,2,1906,1919,0.2,0.4
374061,Table celery,12,89,91,1900,1920,0.15,25
374071,Stewed Tomatoes,15,410,421,1864,2928,0.05,30
374073,New Spinach,11,55,59,1913,1920,0.1,10
374074,Nabisco wafers,14,12,13,1914,1920,0.1,0.25
374079,Rhubarb pie,11,26,27,1900,1918,0.05,0.25
374081,Chestnut parfait,16,5,5,1906,1917,0.35,0.45
374082,Sliced Cucumbers,16,149,175,1881,1920,0.05,10
374088,Roquefort Cheese,16,355,400,1882,1985,0,10
374089,Peaches,7,56,57,1855,1959,0.1,60
374095,Fresh strawberries,18,14,14,1906,1917,0.4,1
374096,Chocolate Eclair,16,75,87,1901,1967,0.05,5
374097,Mocha Cream Puff,16,3,3,1916,1920,0.05,0.15
374102,Demi tasse,10,37,38,1906,1963,0.05,15
374107,Turkish coffee,14,118,118,1906,1919,0,0.3
374115,Olives farcies,14,6,6,1906,1917,0.3,0.4
374117,Clam broth in cup,17,47,58,1913,1920,0.15,0.45
374123,Whole Orange,12,75,79,1913,1939,0.05,5
374133,Ice Cream,9,187,198,1855,2002,0.05,4
374134,French Vanilla Ice Cream,24,76,77,1912,1957,0.11,0.4
374136,Neapolitan Ice Cream,20,171,179,1899,1920,0.1,10
374138,French Ice Cream,16,38,38,1914,1937,0,0.3
374145,French Pancake,14,84,87,1912,1937,0.05,25
374151,Eggs au Gratin,14,9,9,1912,1920,0.3,0.45
374154,"Ham and Eggs, Country Style",27,9,9,1914,1959,0.4,2.25
374156,Ham or Bacon with Eggs,22,5,5,1914,1920,0.45,0.6
374157,Round Bone Ham and Eggs,23,7,7,1912,1920,0.35,0.75
374160,Scalloped Oysters,17,7,7,1905,1918,0.5,0.75
374164,"Soft shell crabs on toast, tartar sauce",39,6,6,1914,1920,0.5,1
374168,Golden Buck,11,108,108,1894,1966,0.15,40
374169,Welsh Rarebit,13,175,185,1856,1967,0,4
374171,Spring Chicken en Casserole,27,3,3,1914,1920,1.25,2.5
374173,Tomato Sauce,12,11,13,1912,1958,0.05,0.85
374174,Corned Beef Hash Browned,24,10,10,1913,1920,0.15,0.4
374176,Fried or Broiled Premium Bacon,30,5,5,1916,1920,0.35,0.75
374177,Fried or Broiled Premium Ham,28,5,5,1916,1920,0.3,1
374180,Rib or Loin Mutton Chops (2),28,2,2,1916,1920,0.3,0.65
374185,"Planked Porterhouse Steak, Family",33,5,5,1916,1920,4,5
374186,Fried Onions,12,61,62,1894,1958,0.05,0.25
374190,Filet Mignon with Mushrooms,27,9,9,1907,1950,0.6,4.75
374195,Tenderloin Steak a la Royal,27,5,5,1912,1920,0.6,1.5
374199,"Porterhouse Steak, for two",26,10,10,1913,1920,1.4,3
374200,"Porterhouse Steak, Family",25,5,5,1916,1920,3,3.75
374203,Assorted Cake,13,58,58,1888,1920,0.1,0.3
374204,American Cheese,15,226,235,1882,1964,0.05,0.85
374206,Toasted Crackers,16,65,65,1893,1921,0.1,0.15
374212,Pot of Coffee,13,23,24,1913,1957,0.1,0.35
374213,LITTLE NECK CLAMS,17,42,47,1890,1919,0.3,0.3
374221,CAPE COD OYSTERS,16,17,18,1912,1920,0.35,0.4
374225,Fer-Mil-Lac,11,7,7,1914,1920,0.15,0.15
374226,CELERY,6,109,109,1889,1931,0.1,0.1
374233,ROMAN PUNCH,11,14,14,1894,1917,0.15,0.3
374244,CAMEMBERT,9,12,12,1893,1961,0,0.5
374246,ROQUEFORT,9,14,14,1893,1916,0.15,0.3
374247,"Horlick's Malted Milk, Hot or Cold",34,7,7,1914,1920,0.1,0.1
374251,Broiled spring chicken,22,30,30,1900,1927,0.2,12.1
374253,Broiled bacon,13,45,45,1900,1919,0.1,0.6
374254,SAUTERNE,8,15,15,1894,1917,0.3,0.6
374255,Broiled ham,11,60,61,1892,1919,0.15,0.65
374268,CAFE NOIR,9,45,45,1896,1920,,
374269,CIGARS,6,61,63,1885,1920,,
374270,CIGARETTES,10,41,46,1893,1920,0,0
374271,Club Sandwich,13,217,226,1899,1988,0,2.75
374273,Swiss Cheese,12,79,81,1898,1965,0.1,1
374274,Swiss Cheese,12,75,78,1901,1969,0,10
374275,Sardines on Toast,17,3,3,1914,1920,0.3,0.55
374276,Pickled Beets,13,80,86,1882,1967,0.05,0.35
374288,Jelly Omelette,14,71,74,1900,1958,0.2,25
374290,SWEET PICKLES,13,5,5,1901,1919,,
374295,CHOW CHOW,9,9,10,1900,1918,0,0.25
374296,Fatima Cigarettes,17,19,19,1912,1920,0.15,0.25
374313,Hors d'Oeuvre,13,5,5,1912,1966,,
374318,NEW GREEN PEAS,14,6,6,1899,1918,,
374321,MASHED POTATOES,15,43,44,1880,1954,0,0.05
374327,SIBERIAN PUNCH,14,3,3,1901,1917,0.3,0.3
374334,LETTUCE SALAD,13,13,13,1889,1921,0,0
374346,PISTACHE ICE CREAM,18,5,5,1901,1917,0.25,0.25
374348,FRUIT,5,21,21,1889,1918,,
374349,NUTS,4,12,12,1900,1916,,
374351,RAISINS,7,27,30,1901,1917,0.5,0.5
374352,CRACKERS,8,22,24,1901,1919,,
374359,Salade Moderne,14,9,9,1913,1920,0.45,0.45
374369,Lady Fingers,12,167,170,1893,2928,0,20
374375,Fried Hominy,12,31,31,1895,1920,0.2,0.3
374388,Milk Crackers,13,8,9,1913,1920,0.05,0.3
374393,"Blue Points, Half Shell",23,34,37,1896,1918,0.15,0.4
374401,Buffet a la russe,17,2,2,1913,1920,,
374404,celery,6,63,66,1912,1920,0.1,0.6
374405,olives,6,70,71,1912,1939,0.1,0.35
374406,salted nuts,11,16,16,1912,1920,0.25,0.25
374412,Champagne,9,55,55,1866,1998,0.05,9
374418,friandises,10,6,6,1913,1920,,
374422,nuts,4,3,3,1906,1920,,
374427,new peas,8,7,7,1912,1917,0.3,0.75
374435,petits fours,12,11,12,1912,1939,0.2,0.4
374437,coffee,6,54,57,1900,1939,0.05,0.4
374450,ripe olives,11,6,6,1913,1933,0.2,0.35
374453,celeri,6,15,17,1888,1920,0.3,0.6
374467,cafe noir,9,14,15,1912,1920,,
374468,white rock,10,11,12,1912,1920,0.15,0.5
374471,mashed potatoes,15,18,19,1905,1957,0.15,0.4
374472,mashed turnips,14,3,3,1905,1920,,
374475,pickles,7,4,7,1913,1920,0.05,0.25
374477,demi tasse,10,6,6,1912,1920,,
374481,HORS D'OEUVRES,14,3,3,1900,1916,,
374484,dindonneau,10,3,3,1906,1917,4,5
374490,pintadon,8,4,4,1906,1917,2,2.25
374493,canard mallard,14,2,2,1906,1917,2,5
374506,Haricots de lima,16,2,2,1906,1917,0.4,0.75
374517,prime ribs of beef au jus,25,3,3,1901,1918,0.5,0.7
374539,Oysters on the Half Shell,25,4,4,1914,1976,0.25,3
374542,Cream of Tomato Soup,20,29,30,1914,1974,0,0.9
374545,"Roast Turkey, Cranberry Sauce",29,20,20,1892,1974,0.35,0.75
374547,tongue,6,7,7,1905,1917,0.15,0.75
374548,beef,4,6,6,1905,1919,0.45,0.9
374549,sardines,8,12,12,1905,1918,0,0.5
374553,rice,4,3,3,1905,1917,,
374554,candied sweet potatoes,22,2,2,1905,1918,0.3,0.3
374559,cake,4,2,2,1905,1978,,
374562,tea,3,19,25,1900,1939,0.05,0.5
374565,charlotte russe,15,12,12,1901,1917,0.1,0.3
374568,prunes,6,5,5,1901,1917,0.05,0.1
374569,raisins,7,2,2,1901,1917,0.5,0.5
374572,Prunes,6,37,37,1906,1937,0,1
374588,assorted cakes,14,31,34,1913,1920,0.1,0.25
374613,Haricots verts,14,31,31,1885,1918,0,0.7
374672,Little Neck Clams,17,363,439,1892,2006,0,40
374679,Roast ribs of prime beef au jus,31,24,30,1900,1918,0.5,0.9
374682,apple pie,9,23,24,1900,1933,0.05,0.5
374687,new green peas,14,8,8,1900,1919,0.1,0.65
374689,stewed corn,11,12,12,1900,1917,0.05,0.2
374697,"Roast beef, potato salad",24,23,23,1914,1920,0.5,1
374700,Omelet with jelly,17,17,17,1900,1920,0.3,0.6
374702,French pancakes,15,46,46,1913,1920,0.15,0.5
374703,Grape fruit (half),18,30,31,1915,1920,0.2,0.4
374704,Sliced bananas and cream,24,65,65,1912,1920,0.05,0.3
374750,"Pork and beans, Boston style",28,10,10,1913,1920,0.3,0.6
